sample_id,guideline_version,annotator_id,timestamp,true_label,revision_id,device_id,sampling_rate_hz,axis_config,sensor_noise_std,noise_score,annotation_timestamp
1219,v1.0,annotator_1,2020-02-20 19:00:00,6,0,SamsungS2,100,standard,0.1339767373578629,0.016430615512708614,
1220,v1.0,annotator_3,2020-02-20 20:00:00,6,0,SamsungS2,50,standard,0.048917959806998215,0.01866605378814503,
1221,v1.0,annotator_6,2020-02-20 21:00:00,6,0,SamsungS3,50,rotated_5deg,0.019935334297264407,0.016430621661507078,
1222,v1.0,annotator_1,2020-02-20 22:00:00,6,0,SamsungS2,50,standard,0.10169158302672891,0.019915079054917437,
1223,v1.0,annotator_2,2020-02-20 23:00:00,6,0,SamsungS3,100,standard,0.06608652075731687,0.043744704919053246,
1224,v1.0,annotator_1,2020-02-21 00:00:00,6,0,SamsungS2,50,standard,0.14009137060183144,0.06336780611308897,
1225,v1.0,annotator_1,2020-02-21 01:00:00,6,0,SamsungS3,50,standard,0.12807928607576557,0.05045427521911874,
1226,v1.0,annotator_6,2020-02-21 02:00:00,6,0,SamsungS2,50,rotated_10deg,0.13932435553318573,0.04645426414483096,
1227,v1.0,annotator_2,2020-02-21 03:00:00,6,0,SamsungS3,50,standard,0.08517993926980806,0.0684099814276044,
1228,v1.0,annotator_4,2020-02-21 04:00:00,6,0,SamsungS2,50,standard,0.07893416219498603,0.07240994211277778,
1229,v1.0,annotator_1,2020-02-21 05:00:00,6,0,SamsungS2,50,standard,0.1270625345608481,0.05336777884552981,
1230,v1.0,annotator_1,2020-02-21 06:00:00,6,0,SamsungS3,50,standard,0.07678350498672305,0.0387446697633818,
1231,v1.0,annotator_5,2020-02-21 07:00:00,6,0,SamsungS3,50,rotated_5deg,0.13500432639909485,0.03166606582648765,
1232,v1.0,annotator_3,2020-02-21 08:00:00,6,0,SamsungS3,50,rotated_10deg,0.005164254783611232,0.07036779437309866,
1233,v1.0,annotator_1,2020-02-21 09:00:00,6,0,SamsungS2,50,rotated_5deg,0.05381842377390201,0.0401777509121463,
1234,v1.0,annotator_6,2020-02-21 10:00:00,6,0,SamsungS3,50,standard,0.12522504582215632,0.04745423379770745,
1235,v1.0,annotator_3,2020-02-21 11:00:00,6,0,SamsungS2,50,rotated_10deg,0.0314925934030591,0.055700688951080934,
1236,v1.0,annotator_3,2020-02-21 12:00:00,6,0,SamsungS3,100,rotated_5deg,0.059845044997420604,0.038915060499407315,
1237,v1.0,annotator_3,2020-02-21 13:00:00,6,0,SamsungS2,50,rotated_5deg,0.001506390075011882,0.05245426391907204,
1238,v1.0,annotator_1,2020-02-21 14:00:00,1,0,SamsungS2,50,rotated_5deg,0.04525771687712708,0.0780365414250909,
1239,v1.0,annotator_3,2020-02-21 15:00:00,1,0,SamsungS3,50,standard,0.047795697118691055,0.04345396881360225,
1240,v1.0,annotator_3,2020-02-21 16:00:00,1,0,SamsungS3,50,standard,0.10988187031703861,0.012430290158290705,
1241,v1.0,annotator_2,2020-02-21 17:00:00,1,0,SamsungS3,50,standard,0.10159988022038673,0.09183276788764931,
1242,v1.0,annotator_4,2020-02-21 18:00:00,1,0,SamsungS3,50,rotated_5deg,0.06674361479769901,0.08157356579172088,
1243,v1.0,annotator_2,2020-02-21 19:00:00,1,0,SamsungS3,50,standard,0.1092754734866989,0.21435923350690556,
1244,v1.0,annotator_4,2020-02-21 20:00:00,1,0,SamsungS2,50,standard,0.06425024378708918,0.048741783905530627,
1245,v1.0,annotator_1,2020-02-21 21:00:00,1,0,SamsungS3,50,standard,0.06519161663538035,0.06769535261684785,
1246,v1.0,annotator_6,2020-02-21 22:00:00,1,0,SamsungS3,50,standard,0.0968331587390689,0.013208626985678613,
1247,v1.0,annotator_5,2020-02-21 23:00:00,1,0,SamsungS2,100,standard,0.10843246447135278,0.02343006697507335,
1248,v1.0,annotator_1,2020-02-22 00:00:00,1,0,SamsungS3,50,standard,0.12703564780416693,0.020665237508567164,
1249,v1.0,annotator_6,2020-02-22 01:00:00,1,0,SamsungS3,100,standard,0.1127103801889073,0.024663695834641324,
1250,v1.0,annotator_3,2020-02-22 02:00:00,1,0,SamsungS3,50,rotated_5deg,0.10054727143533881,0.047696209798886044,
1251,v1.0,annotator_4,2020-02-22 03:00:00,1,0,SamsungS2,50,rotated_10deg,0.08422162363698175,0.060679634801433624,
1252,v1.0,annotator_5,2020-02-22 04:00:00,1,0,SamsungS2,50,standard,0.04621629256297333,0.08443861601737482,
1253,v1.0,annotator_1,2020-02-22 05:00:00,1,0,SamsungS3,50,standard,0.03916257590646142,0.09242308866129866,
1254,v1.0,annotator_1,2020-02-22 06:00:00,1,0,SamsungS2,50,rotated_5deg,0.12648765019819672,0.10429913449050074,
1255,v1.0,annotator_2,2020-02-22 07:00:00,1,0,SamsungS3,50,rotated_10deg,0.1076016377256833,0.042173913525171386,
1256,v1.0,annotator_3,2020-02-22 08:00:00,1,0,SamsungS3,50,standard,0.09981178131395452,0.04545350334865559,
1257,v1.0,annotator_2,2020-02-22 09:00:00,1,0,SamsungS3,50,standard,0.03882561038849397,0.07740543439097558,
1258,v1.0,annotator_3,2020-02-22 10:00:00,1,0,SamsungS3,50,standard,0.14546963928372497,0.0354527653344578,
1259,v1.0,annotator_1,2020-02-22 11:00:00,1,0,SamsungS2,50,standard,0.01219695327728597,0.04874426699872346,
1260,v1.0,annotator_4,2020-02-22 12:00:00,1,0,SamsungS2,100,rotated_5deg,0.12573797250274563,0.05474222043963697,
1261,v1.0,annotator_1,2020-02-22 13:00:00,1,0,SamsungS2,100,standard,0.03161703154932325,0.022665084403615598,
1262,v1.0,annotator_2,2020-02-22 14:00:00,1,0,SamsungS3,100,standard,0.05883944421134937,0.012208614330253836,
1263,v1.0,annotator_1,2020-02-22 15:00:00,1,0,SamsungS2,50,standard,0.06418191642448891,0.01766522144918507,
1264,v1.0,annotator_4,2020-02-22 16:00:00,1,0,SamsungS3,50,standard,0.09940518761615122,0.053045052790131254,
1265,v1.0,annotator_5,2020-02-22 17:00:00,1,0,SamsungS2,50,standard,0.08199935436678626,0.16924257888274558,
1266,v1.0,annotator_1,2020-02-22 18:00:00,3,0,SamsungS3,100,standard,0.027912597554550177,0.020664975019899976,
1267,v1.0,annotator_4,2020-02-22 19:00:00,3,0,SamsungS2,100,standard,0.0045024729945883635,0.02945269900609343,
1268,v1.0,annotator_5,2020-02-22 20:00:00,3,0,SamsungS2,50,standard,0.10758200655929123,0.011208573763686096,
1269,v1.0,annotator_6,2020-02-22 21:00:00,3,0,SamsungS3,50,rotated_10deg,0.07573844519378985,0.041453123711933784,
1270,v1.0,annotator_3,2020-02-22 22:00:00,3,0,SamsungS3,100,standard,0.054267876702512534,0.023430156117133286,
1271,v1.0,annotator_2,2020-02-22 23:00:00,3,0,SamsungS2,50,standard,0.04268089387594086,0.07339406586080227,
1272,v1.0,annotator_2,2020-02-23 00:00:00,3,0,SamsungS3,100,standard,0.12345664751995457,0.027743180125827056,
1273,v1.0,annotator_2,2020-02-23 01:00:00,3,0,SamsungS2,50,standard,0.11932969009995595,0.024914321653516393,
1274,v1.0,annotator_3,2020-02-23 02:00:00,3,0,SamsungS2,50,standard,0.12390754838144866,0.03117388381835018,
1275,v1.0,annotator_3,2020-02-23 03:00:00,3,0,SamsungS2,50,standard,0.03286574220284791,0.04436269560804042,
1276,v1.0,annotator_4,2020-02-23 04:00:00,3,0,SamsungS3,50,rotated_5deg,0.12779398741868384,0.011430318173063558,
1277,v1.0,annotator_1,2020-02-23 05:00:00,3,0,SamsungS2,100,standard,0.14783099811675282,0.01843030166912591,
1278,v1.0,annotator_1,2020-02-23 06:00:00,3,0,SamsungS3,100,rotated_5deg,0.08987290328438426,0.025912204769599878,
1279,v1.0,annotator_6,2020-02-23 07:00:00,3,0,SamsungS2,50,standard,0.007075656497976351,0.033742552177076036,
1280,v1.0,annotator_6,2020-02-23 08:00:00,3,0,SamsungS2,50,standard,0.10533980534509131,0.022914656152347213,
1281,v1.0,annotator_4,2020-02-23 09:00:00,3,0,SamsungS2,50,standard,0.08071603195111614,0.0291773061432545,
1282,v1.0,annotator_2,2020-02-23 10:00:00,3,0,SamsungS3,50,rotated_5deg,0.10680709617563615,0.03745301618324376,
1283,v1.0,annotator_6,2020-02-23 11:00:00,3,0,SamsungS3,50,standard,0.02823530995737522,0.023913849477653917,
1284,v1.0,annotator_1,2020-02-23 12:00:00,3,0,SamsungS2,50,rotated_5deg,0.09086982432542014,0.047360156946413254,
1285,v1.0,annotator_4,2020-02-23 13:00:00,3,0,SamsungS2,50,standard,0.08087915155802743,0.03817664775647585,
1286,v1.0,annotator_1,2020-02-23 14:00:00,3,0,SamsungS2,100,rotated_10deg,0.09037361398791731,0.03566454656814605,
1287,v1.0,annotator_3,2020-02-23 15:00:00,3,0,SamsungS3,50,standard,0.10916212294198635,0.018430191666547087,
1288,v1.0,annotator_4,2020-02-23 16:00:00,3,0,SamsungS2,50,rotated_10deg,0.08163251600605136,0.02191462188393664,
1289,v1.0,annotator_5,2020-02-23 17:00:00,3,0,SamsungS2,50,standard,0.04827156683298492,0.017665911643934683,
1290,v1.0,annotator_4,2020-02-23 18:00:00,2,0,SamsungS2,50,standard,0.04635057155024479,0.21474944607358273,
1291,v1.0,annotator_6,2020-02-23 19:00:00,2,0,SamsungS3,50,standard,0.1042580190581673,0.1644718364306839,
1292,v1.0,annotator_3,2020-02-23 20:00:00,2,0,SamsungS2,50,standard,0.09957779373822004,0.2006026548580187,
1293,v1.0,annotator_4,2020-02-23 21:00:00,2,0,SamsungS2,50,standard,0.0633004057470267,0.12784115178595187,
1294,v1.0,annotator_2,2020-02-23 22:00:00,2,0,SamsungS3,50,rotated_5deg,0.05303085425352003,0.20877922327503037,
1295,v1.0,annotator_1,2020-02-23 23:00:00,1,1,SamsungS2,50,standard,0.09301917510451253,0.24347350772958998,2025-12-09 15:04:11.961413
1296,v1.0,annotator_4,2020-02-24 00:00:00,2,0,SamsungS3,50,standard,0.04682410675067355,0.23433647717811223,
1297,v1.0,annotator_5,2020-02-24 01:00:00,2,0,SamsungS2,50,standard,0.1444896870913983,0.1743629860497519,
1298,v1.0,annotator_1,2020-02-24 02:00:00,2,0,SamsungS2,50,standard,0.08947132914450369,0.23032661555610473,
1299,v1.0,annotator_1,2020-02-24 03:00:00,2,0,SamsungS2,100,standard,0.08879139405208028,0.1539101588977241,
1300,v1.0,annotator_1,2020-02-24 04:00:00,2,1,SamsungS3,50,standard,0.020450005020387102,0.2575984129056807,2025-12-09 15:04:11.970470
1301,v1.0,annotator_5,2020-02-24 05:00:00,2,0,SamsungS2,50,rotated_10deg,0.09144718972747731,0.16623152923300685,
1302,v1.0,annotator_2,2020-02-24 06:00:00,2,0,SamsungS2,50,standard,0.044238768930236226,0.20383723068066462,
1303,v1.0,annotator_1,2020-02-24 07:00:00,2,0,SamsungS2,50,rotated_10deg,0.06777441186336645,0.1775983551658206,
1304,v1.0,annotator_1,2020-02-24 08:00:00,2,0,SamsungS2,50,standard,0.08072990852044042,0.18642677962116153,
1305,v1.0,annotator_2,2020-02-24 09:00:00,2,0,SamsungS2,50,standard,0.07169274113470488,0.13032919771441337,
1306,v1.0,annotator_4,2020-02-24 10:00:00,2,0,SamsungS2,50,rotated_5deg,0.12140898768275238,0.1393040195270499,
1307,v1.0,annotator_6,2020-02-24 11:00:00,2,0,SamsungS2,100,standard,0.014919499340886171,0.21141513525773398,
1308,v1.0,annotator_2,2020-02-24 12:00:00,2,0,SamsungS2,50,rotated_10deg,0.02509933136726527,0.1692650165768413,
1309,v1.0,annotator_1,2020-02-24 13:00:00,4,1,SamsungS2,50,standard,0.023548503867714374,0.3243493294745109,2025-12-09 15:04:11.902439
1310,v1.0,annotator_5,2020-02-24 14:00:00,2,0,SamsungS2,50,standard,0.12252500578266835,0.17002504618306546,
1311,v1.0,annotator_5,2020-02-24 15:00:00,2,0,SamsungS2,50,rotated_10deg,0.017733642430866586,0.13435063833205876,
1312,v1.0,annotator_2,2020-02-24 16:00:00,2,0,SamsungS2,50,standard,0.14571636472407953,0.18421282217230658,
1313,v1.0,annotator_1,2020-02-24 17:00:00,2,0,SamsungS2,100,rotated_10deg,0.1453747935674046,0.1680158546738298,
1314,v1.0,annotator_6,2020-02-24 18:00:00,2,0,SamsungS3,100,standard,0.1487724838531448,0.15897107095410734,
1315,v1.0,annotator_4,2020-02-24 19:00:00,5,0,SamsungS3,50,rotated_5deg,0.14695337403171443,0.07037173049445813,
1316,v1.0,annotator_6,2020-02-24 20:00:00,5,0,SamsungS2,50,standard,0.022352959270627464,0.04873502767209824,
1317,v1.0,annotator_2,2020-02-24 21:00:00,5,0,SamsungS3,50,standard,0.0986126029790311,0.0961466288282794,
1318,v1.0,annotator_3,2020-02-24 22:00:00,5,0,SamsungS3,100,standard,0.059953551843612785,0.13566885958305433,
1319,v1.0,annotator_4,2020-02-24 23:00:00,5,0,SamsungS2,50,standard,0.1097734910636982,0.07837960677397608,
1320,v1.0,annotator_5,2020-02-25 00:00:00,5,0,SamsungS2,50,standard,0.06088769101431017,0.07501518427753567,
1321,v1.0,annotator_6,2020-02-25 01:00:00,5,0,SamsungS3,50,standard,0.057485793610065124,0.0817421621863141,
1322,v1.0,annotator_1,2020-02-25 02:00:00,5,0,SamsungS3,50,rotated_5deg,0.1355926687008015,0.07714934467079033,
1323,v1.0,annotator_3,2020-02-25 03:00:00,5,0,SamsungS3,50,rotated_5deg,0.0741820069792685,0.03544586267430282,
1324,v1.0,annotator_2,2020-02-25 04:00:00,5,0,SamsungS2,50,standard,0.11096372871107187,0.020663859073853978,
1325,v1.0,annotator_5,2020-02-25 05:00:00,5,0,SamsungS2,50,standard,0.09748757226589193,0.04673863180654142,
1326,v1.0,annotator_4,2020-02-25 06:00:00,5,0,SamsungS2,50,standard,0.09865627047651608,0.059372302879364555,
1327,v1.0,annotator_5,2020-02-25 07:00:00,5,0,SamsungS3,50,standard,0.052367644787193725,0.017429552682043024,
1328,v1.0,annotator_2,2020-02-25 08:00:00,5,0,SamsungS2,50,rotated_5deg,0.03786725120002084,0.0156651009934729,
1329,v1.0,annotator_1,2020-02-25 09:00:00,5,0,SamsungS3,50,rotated_5deg,0.1328147289791409,0.14443647846867405,
1330,v1.0,annotator_1,2020-02-25 10:00:00,5,0,SamsungS3,100,standard,0.003688480730207588,0.13726201801610055,
1331,v1.0,annotator_2,2020-02-25 11:00:00,5,0,SamsungS2,50,standard,0.025938838032763895,0.19382749945421343,
1332,v1.0,annotator_2,2020-02-25 12:00:00,5,0,SamsungS2,50,standard,0.019918085967640862,0.09902767292257758,
1333,v1.0,annotator_6,2020-02-25 13:00:00,5,0,SamsungS3,50,rotated_5deg,0.14240806844813608,0.12522944329776772,
1334,v1.0,annotator_3,2020-02-25 14:00:00,5,0,SamsungS2,50,standard,0.0007539559143035168,0.19219391587627283,
1335,v1.0,annotator_3,2020-02-25 15:00:00,5,0,SamsungS3,100,standard,0.001203345000715783,0.1584966228610502,
1336,v1.0,annotator_5,2020-02-25 16:00:00,5,0,SamsungS3,50,standard,0.03400923570788376,0.141308470247197,
1337,v1.0,annotator_5,2020-02-25 17:00:00,5,0,SamsungS2,50,standard,0.041863117345914205,0.07838258924562566,
1338,v1.0,annotator_3,2020-02-25 18:00:00,5,0,SamsungS2,50,standard,0.08397369772332976,0.04774919834924287,
1339,v1.0,annotator_1,2020-02-25 19:00:00,5,0,SamsungS3,50,standard,0.14418439138782202,0.08301398113920813,
1340,v1.0,annotator_2,2020-02-25 20:00:00,5,0,SamsungS2,50,rotated_5deg,0.06975637465378536,0.13207478982183535,
1341,v1.0,annotator_3,2020-02-25 21:00:00,5,0,SamsungS2,50,standard,0.04331692612159576,0.02417252621751535,
1342,v1.0,annotator_4,2020-02-25 22:00:00,5,0,SamsungS2,50,rotated_10deg,0.12255004751536099,0.02042956036962145,
1343,v1.0,annotator_4,2020-02-25 23:00:00,4,1,SamsungS3,50,standard,0.05786731830184295,0.28178982888801396,2025-12-09 15:04:11.961413
1344,v1.0,annotator_3,2020-02-26 00:00:00,4,0,SamsungS2,50,rotated_5deg,0.021262027033584225,0.22003402224066032,
1345,v1.0,annotator_5,2020-02-26 01:00:00,4,0,SamsungS3,50,rotated_5deg,0.11918688167710184,0.23666962720055076,
1346,v1.0,annotator_5,2020-02-26 02:00:00,4,0,SamsungS2,50,standard,0.00036215828906514537,0.24353347517273968,
1347,v1.0,annotator_6,2020-02-26 03:00:00,4,0,SamsungS2,50,standard,0.030767227022274968,0.15907976051273426,
1348,v1.0,annotator_5,2020-02-26 04:00:00,4,0,SamsungS2,50,standard,0.09526997014955152,0.10541266352373571,
1349,v1.0,annotator_1,2020-02-26 05:00:00,4,0,SamsungS2,50,standard,0.015369359600691822,0.08474027299990633,
1350,v1.0,annotator_1,2020-02-26 06:00:00,4,0,SamsungS3,50,rotated_5deg,0.03837273810390291,0.1520362832213272,
1351,v1.0,annotator_2,2020-02-26 07:00:00,4,0,SamsungS3,50,rotated_10deg,0.05899565310560861,0.22631506982751573,
1352,v1.0,annotator_3,2020-02-26 08:00:00,4,0,SamsungS2,50,standard,0.059462799128364024,0.09881182002603132,
1353,v1.0,annotator_3,2020-02-26 09:00:00,4,0,SamsungS2,50,rotated_10deg,0.14592044616419445,0.10712994471348751,
1354,v1.0,annotator_2,2020-02-26 10:00:00,4,0,SamsungS3,100,standard,0.10133185447049962,0.17013725680096198,
1355,v1.0,annotator_5,2020-02-26 11:00:00,4,0,SamsungS2,100,standard,0.005553212800610157,0.15299557776224132,
1356,v1.0,annotator_2,2020-02-26 12:00:00,4,0,SamsungS2,50,standard,0.03320253631011402,0.05436508676179026,
1357,v1.0,annotator_6,2020-02-26 13:00:00,4,0,SamsungS2,50,standard,0.09246465605919289,0.0640415441545595,
1358,v1.0,annotator_3,2020-02-26 14:00:00,4,0,SamsungS3,50,standard,0.10701342426679418,0.09974588722178546,
1359,v1.0,annotator_1,2020-02-26 15:00:00,4,0,SamsungS2,100,rotated_5deg,0.05708943754604013,0.1840907295406446,
1360,v1.0,annotator_1,2020-02-26 16:00:00,4,0,SamsungS3,100,standard,0.12848575572635834,0.14997110706189345,
1361,v1.0,annotator_1,2020-02-26 17:00:00,4,0,SamsungS2,50,standard,0.14151419853425748,0.10981071378403914,
1362,v1.0,annotator_1,2020-02-26 18:00:00,4,0,SamsungS2,50,standard,0.0921093467573821,0.08812692892793805,
1363,v1.0,annotator_4,2020-02-26 19:00:00,4,0,SamsungS2,50,standard,0.08435844839439144,0.0811335498124307,
1364,v1.0,annotator_1,2020-02-26 20:00:00,4,0,SamsungS3,50,standard,0.11262081796324953,0.15414223486471762,
1365,v1.0,annotator_5,2020-02-26 21:00:00,4,0,SamsungS3,50,standard,0.1173065682232821,0.05173551622792381,
1366,v1.0,annotator_2,2020-02-26 22:00:00,4,0,SamsungS3,100,standard,0.03231524522359195,0.07774928342624952,
1367,v1.0,annotator_1,2020-02-26 23:00:00,4,0,SamsungS2,100,standard,0.07253547739562065,0.07173991909199524,
1368,v1.0,annotator_5,2020-02-27 00:00:00,4,0,SamsungS2,50,standard,0.06711489908292899,0.0961260627997466,
1369,v1.0,annotator_3,2020-02-27 01:00:00,6,0,SamsungS2,100,standard,0.14122001822061891,0.18823955219209246,
1370,v1.0,annotator_3,2020-02-27 02:00:00,6,0,SamsungS2,100,standard,0.016764891103049528,0.08217792946738421,
1371,v1.0,annotator_2,2020-02-27 03:00:00,6,0,SamsungS3,100,standard,0.14152057060449139,0.04117773864380991,
1372,v1.0,annotator_1,2020-02-27 04:00:00,6,0,SamsungS2,50,standard,0.0858891818315912,0.02291505997291952,
1373,v1.0,annotator_2,2020-02-27 05:00:00,6,0,SamsungS3,50,standard,0.0432079414654264,0.013430628514700593,
1374,v1.0,annotator_3,2020-02-27 06:00:00,6,0,SamsungS2,50,rotated_5deg,0.13040151972786243,0.011208643090670227,
1375,v1.0,annotator_1,2020-02-27 07:00:00,6,0,SamsungS2,50,standard,0.007563732749552771,0.013430625133539726,
1376,v1.0,annotator_3,2020-02-27 08:00:00,6,0,SamsungS3,50,standard,0.04784102770454159,0.007000000062445197,
1377,v1.0,annotator_5,2020-02-27 09:00:00,6,0,SamsungS2,50,rotated_5deg,0.11288049212383595,0.022208641566504508,
1378,v1.0,annotator_1,2020-02-27 10:00:00,6,0,SamsungS2,100,standard,0.12415376081539356,0.005000000036070635,
1379,v1.0,annotator_6,2020-02-27 11:00:00,6,0,SamsungS2,50,standard,0.025124683075589183,0.025430626538725715,
1380,v1.0,annotator_1,2020-02-27 12:00:00,6,0,SamsungS3,100,rotated_5deg,0.1412654096576087,0.0206660639743731,
1381,v1.0,annotator_5,2020-02-27 13:00:00,6,0,SamsungS2,50,rotated_5deg,0.008058377386821075,0.03874467789451217,
1382,v1.0,annotator_5,2020-02-27 14:00:00,6,0,SamsungS2,50,rotated_5deg,0.0650332301295931,0.09300582148283072,
1383,v1.0,annotator_2,2020-02-27 15:00:00,6,0,SamsungS3,50,standard,0.014617115161923466,0.07304811818643424,
1384,v1.0,annotator_6,2020-02-27 16:00:00,6,0,SamsungS2,50,standard,0.014654662467514972,0.03991504946629849,
1385,v1.0,annotator_2,2020-02-27 17:00:00,6,0,SamsungS2,100,rotated_5deg,0.13708479353425934,0.019915058959444704,
1386,v1.0,annotator_1,2020-02-27 18:00:00,6,0,SamsungS2,50,standard,0.13559475651063777,0.02591506857933288,
1387,v1.0,annotator_3,2020-02-27 19:00:00,6,0,SamsungS2,50,rotated_10deg,0.09228875303300402,0.018915075968477225,
1388,v1.0,annotator_6,2020-02-27 20:00:00,6,0,SamsungS2,50,standard,0.1449433085690689,0.016666064035423915,
1389,v1.0,annotator_5,2020-02-27 21:00:00,6,0,SamsungS3,100,standard,0.073657992470698,0.014430628662703717,
1390,v1.0,annotator_2,2020-02-27 22:00:00,6,0,SamsungS2,50,standard,0.11742832641257099,0.022177769135582125,
1391,v1.0,annotator_3,2020-02-27 23:00:00,6,0,SamsungS2,100,standard,0.014590406311894554,0.04936780759241946,
1392,v1.0,annotator_1,2020-02-28 00:00:00,6,0,SamsungS2,50,standard,0.0593426236196574,0.05336779594842178,
1393,v1.0,annotator_3,2020-02-28 01:00:00,6,0,SamsungS2,100,standard,0.07726378862982217,0.05736769340300905,
1394,v1.0,annotator_3,2020-02-28 02:00:00,6,0,SamsungS2,50,standard,0.11672243698321054,0.024430627512738088,
1395,v1.0,annotator_2,2020-02-28 03:00:00,6,0,SamsungS2,50,standard,0.05017220956162866,0.04445427213850182,
1396,v1.0,annotator_3,2020-02-28 04:00:00,1,0,SamsungS2,50,standard,0.1470504515472593,0.2076710756357117,
1397,v1.0,annotator_6,2020-02-28 05:00:00,1,0,SamsungS2,50,standard,0.1102245095032648,0.13704508928941994,
1398,v1.0,annotator_3,2020-02-28 06:00:00,1,0,SamsungS2,100,standard,0.07994518621720959,0.05478531823643016,
1399,v1.0,annotator_5,2020-02-28 07:00:00,1,0,SamsungS2,50,rotated_5deg,0.04961473965285704,0.019665479000125545,
1400,v1.0,annotator_2,2020-02-28 08:00:00,1,0,SamsungS2,50,standard,0.09630729849227188,0.049696228996634076,
1401,v1.0,annotator_6,2020-02-28 09:00:00,1,0,SamsungS2,50,rotated_5deg,0.10095945555011789,0.01643236157200468,
1402,v1.0,annotator_1,2020-02-28 10:00:00,1,0,SamsungS2,100,standard,0.1018773029450481,0.024430535907198014,
1403,v1.0,annotator_3,2020-02-28 11:00:00,1,0,SamsungS3,100,standard,0.08792988565875762,0.06677553466230741,
1404,v1.0,annotator_4,2020-02-28 12:00:00,1,0,SamsungS3,50,rotated_10deg,0.060072628832500294,0.029172052622847028,
1405,v1.0,annotator_5,2020-02-28 13:00:00,1,0,SamsungS2,50,standard,0.12249827308482714,0.018208602218778413,
1406,v1.0,annotator_1,2020-02-28 14:00:00,1,0,SamsungS3,100,standard,0.038741082142854655,0.030448751663335532,
1407,v1.0,annotator_2,2020-02-28 15:00:00,1,0,SamsungS3,50,standard,0.09380800677590165,0.04004133968353205,
1408,v1.0,annotator_3,2020-02-28 16:00:00,1,0,SamsungS2,50,standard,0.07075076872909304,0.052043880610151826,
1409,v1.0,annotator_2,2020-02-28 17:00:00,1,0,SamsungS2,50,rotated_5deg,0.1339256584818827,0.04804397345785176,
1410,v1.0,annotator_4,2020-02-28 18:00:00,1,0,SamsungS3,100,rotated_5deg,0.08858323373165879,0.032743585984210705,
1411,v1.0,annotator_2,2020-02-28 19:00:00,1,0,SamsungS2,50,rotated_10deg,0.1283506377532927,0.19550962609682718,
1412,v1.0,annotator_2,2020-02-28 20:00:00,1,0,SamsungS2,50,standard,0.14299745245609083,0.12337738011745883,
1413,v1.0,annotator_1,2020-02-28 21:00:00,1,0,SamsungS3,50,rotated_10deg,0.01905361968425165,0.05336681756978221,
1414,v1.0,annotator_1,2020-02-28 22:00:00,1,0,SamsungS3,50,standard,0.08327886712877045,0.01343052947807356,
1415,v1.0,annotator_5,2020-02-28 23:00:00,1,0,SamsungS2,50,standard,0.13259636806827008,0.026453525862659956,
1416,v1.0,annotator_3,2020-02-29 00:00:00,1,0,SamsungS3,100,standard,0.13081105479630104,0.018430587167778022,
1417,v1.0,annotator_3,2020-02-29 01:00:00,1,0,SamsungS2,50,standard,0.02938639781524268,0.03245179102100845,
1418,v1.0,annotator_2,2020-02-29 02:00:00,1,0,SamsungS3,50,rotated_5deg,0.07220504917600679,0.016000028532866507,
1419,v1.0,annotator_1,2020-02-29 03:00:00,1,0,SamsungS2,100,standard,0.033464478023146185,0.0484541150411946,
1420,v1.0,annotator_2,2020-02-29 04:00:00,1,0,SamsungS2,50,standard,0.13452265061877028,0.06802913309882815,
1421,v1.0,annotator_1,2020-02-29 05:00:00,1,0,SamsungS3,100,rotated_10deg,0.000484401448989058,0.059731154159682734,
1422,v1.0,annotator_5,2020-02-29 06:00:00,1,0,SamsungS2,50,rotated_5deg,0.03275999632646404,0.054447918935558205,
1423,v1.0,annotator_6,2020-02-29 07:00:00,1,0,SamsungS2,50,standard,0.06135509716950016,0.03945110959242485,
1424,v1.0,annotator_5,2020-02-29 08:00:00,1,0,SamsungS2,100,standard,0.03317048815687703,0.02417651081113289,
1425,v1.0,annotator_3,2020-02-29 09:00:00,3,0,SamsungS2,50,standard,0.14603719882311772,0.223993916568534,
1426,v1.0,annotator_3,2020-02-29 10:00:00,3,0,SamsungS3,50,standard,0.036603989175075534,0.2412512635862633,
1427,v1.0,annotator_6,2020-02-29 11:00:00,3,0,SamsungS2,100,standard,0.054347240667743706,0.2083596373877686,
1428,v1.0,annotator_3,2020-02-29 12:00:00,3,0,SamsungS2,50,standard,0.026110747120658345,0.06204735513673103,
1429,v1.0,annotator_3,2020-02-29 13:00:00,3,0,SamsungS3,50,standard,0.13900041129562138,0.04074385442611264,
1430,v1.0,annotator_3,2020-02-29 14:00:00,3,0,SamsungS2,50,standard,0.061691476143911336,0.13135544373378527,
1431,v1.0,annotator_4,2020-02-29 15:00:00,3,0,SamsungS2,50,standard,0.039277206194181444,0.07040551070220442,
1432,v1.0,annotator_3,2020-02-29 16:00:00,3,0,SamsungS2,50,standard,0.036917836058574766,0.13482300868359054,
1433,v1.0,annotator_4,2020-02-29 17:00:00,3,0,SamsungS2,100,rotated_5deg,0.08784239975468988,0.12899963398456143,
1434,v1.0,annotator_4,2020-02-29 18:00:00,3,0,SamsungS2,50,rotated_5deg,0.14664680333456664,0.15926811253075715,
1435,v1.0,annotator_5,2020-02-29 19:00:00,3,0,SamsungS2,100,standard,0.14612581323948765,0.19120719253576307,
1436,v1.0,annotator_2,2020-02-29 20:00:00,3,0,SamsungS3,100,standard,0.14725211502141547,0.2290989666698507,
